sentence_id,sentence_text,pred_tokens
7192,Ama hayat dedikleri / Güçleşmekte günden güne,Ama hayat dedikleri / Güçleşmekte günden_güne
7196,Kızları kendi başına bırakırsan ya davulcuya ya da zurnacıya giderler .,Kızları kendi_başına bırakırsan ya davulcuya ya_da zurnacıya giderler .
7197,Bu da züğürt tesellisi gibi bir şey .,Bu da züğürt_tesellisi gibi bir şey .
7198,"Üçü orta boylu , boyları uzar / Üçü uzun boylu , zülfünü düzer","Üçü orta_boylu , boyları uzar / Üçü uzun_boylu , zülfünü düzer"
7210,Yazıyı temize çekmek .,Yazıyı temize_çekmek .
7213,"Beni lokantasına götürdü , âlâ bir öğle yemeği çekti .","Beni lokantasına götürdü , âlâ bir öğle_yemeği çekti ."
7215,Sorguya çekmek .,Sorguya_çekmek .
7225,Borçlu çıkmak .,Borçlu_çıkmak .
7228,Arsız ve aptal mahalle çocuğu rolüne çıkmıştı .,Arsız ve aptal mahalle_çocuğu rolüne çıkmıştı .
7232,Bir ilçe belediye başkanı hepsinden açıkgöz çıktı .,Bir ilçe belediye_başkanı hepsinden açıkgöz çıktı .
7238,Aklı başında ama sabaha çıkamayacağına kalıbımı basarım .,Aklı_başında ama sabaha çıkamayacağına kalıbımı basarım .
7244,"Bana arada bir bakkaldan tuz , limon almak düşüyor , o kadar .","Bana arada_bir bakkaldan tuz , limon almak düşüyor , o_kadar ."
7248,Yorgun düşmek .,Yorgun_düşmek .
7252,"Sağtöre , her zaman umutlu olmayı gerektirmez .","Sağtöre , her_zaman umutlu olmayı gerektirmez ."
7255,İçine paldır küldür yuvarlandığı bu curcunayı yadırgadı .,İçine paldır_küldür yuvarlandığı bu curcunayı yadırgadı .
7256,Affınıza sığınarak malumatınızı da madamdan aldım .,Affınıza_sığınarak malumatınızı da madamdan aldım .
7258,İşin içinde olmanın verdiği rahatlıkla bol keseden ahkâm kesen akıl hocalarının eleştirilerine hedef olmayı önleyemezler .,İşin içinde olmanın verdiği rahatlıkla bol_keseden ahkâm kesen akıl hocalarının eleştirilerine hedef olmayı önleyemezler .
7264,"Mesut olmak için akıllı olmak kifayet eder , baht , talih bunlar boş şeydir !","Mesut_olmak için akıllı_olmak kifayet eder , baht , talih bunlar boş şeydir !"
7265,Ben kendi hesabıma bir parça Fransızca öğrenebilmek için akla karayı seçtim .,Ben kendi hesabıma bir_parça Fransızca öğrenebilmek için akla karayı seçtim .
7266,Ismarlama bir hükümdar soyu bulmak ve yaratmak pek akla sığacak bir yol görünmüyordu .,Ismarlama bir hükümdar soyu bulmak ve yaratmak pek akla sığacak bir_yol görünmüyordu .
7270,"Bu kadını zaman zaman aptal yerine koymam , büyük aptallık galiba .","Bu kadını zaman_zaman aptal yerine koymam , büyük aptallık galiba ."
7271,Bunlar arasında birkaç gazete ve dergi alanları hesaba katacak olursanız gazete ve dergi okuyucularının nispeti daha da aşağı düşer .,Bunlar arasında birkaç gazete ve dergi alanları hesaba katacak olursanız gazete ve dergi okuyucularının nispeti daha_da aşağı düşer .
7276,"Bugünden tezi yok , şimdi buradan çıkıp oraya gidiyorum .","Bugünden_tezi_yok , şimdi buradan çıkıp oraya gidiyorum ."
7279,"Madam , küçük bir çocuk gibi burnunu çekerek eliyle içerideki odayı gösteriyor .","Madam , küçük bir çocuk_gibi burnunu çekerek eliyle içerideki odayı gösteriyor ."
7281,"Nabi Efendi , merdivenleri yorgun yorgun çıkarken sofada karısıyla burun buruna geldi .","Nabi Efendi , merdivenleri yorgun_yorgun çıkarken sofada karısıyla burun_buruna geldi ."
7282,Ne var ki Ateşoğlu dümendeydi .,Ne_var_ki Ateşoğlu dümendeydi .
7283,"Baba daima boğazına kadar borç içinde yaşayan , müsrif , batakçı bir memurdu .","Baba daima boğazına_kadar borç içinde yaşayan , müsrif , batakçı bir memurdu ."
7284,"Öte yandan Osman da canı burnundan çıkarak "" karışma , hırsını alsın , anne ! "" der .","Öte_yandan Osman da canı burnundan çıkarak "" karışma , hırsını alsın , anne ! "" der ."
7285,Bu konularda yeni kuşağın yanında her zaman cahil kalmaya mahkûmuz .,Bu konularda yeni kuşağın yanında her_zaman cahil kalmaya mahkûmuz .
7290,"Yufka , dedim de canım bir ıspanaklı börek çekti ki .","Yufka , dedim de canım bir ıspanaklı_börek çekti ki ."
7291,"Şehre ineceğiz , canı dans etmek istiyormuş .","Şehre ineceğiz , canı dans_etmek istiyormuş ."
7296,"Böyle sabit bir görüş tarzı , fikir ve hayali bir cendereye sokmak demektir .","Böyle sabit bir görüş_tarzı , fikir ve hayali bir cendereye_sokmak demektir ."
7303,Dal gibi bir vücut üzerinde dev gibi bir baş !,Dal_gibi bir vücut üzerinde dev_gibi bir baş !
7307,"Ne olur biraz uslu otursanız , şu adamların da damarına basmasanız , olmaz mı ?","Ne_olur biraz uslu otursanız , şu adamların da damarına basmasanız , olmaz mı ?"
7308,"Damdan düşer gibi birdenbire söyleyecek , açacak olursam itiraz eder .","Damdan_düşer_gibi birdenbire söyleyecek , açacak olursam itiraz eder ."
7310,Fakat gel gör ki insana aşüfte yahut hırsız damgasını vurmak için bu kâfi değildir .,Fakat gel gör ki insana aşüfte yahut hırsız damgasını_vurmak için bu kâfi değildir .
7311,Acaba bu içinde yaşadığımız hava neden bu kadar dar geliyor ?,Acaba bu içinde yaşadığımız hava neden bu_kadar dar geliyor ?
7312,"Darağacına çekilmiş bir adam gibi göğsüm , nefes borularım birdenbire tıkanıverdi .","Darağacına çekilmiş bir adam_gibi göğsüm , nefes borularım birdenbire tıkanıverdi ."
7315,"Bereket versin ki boksör , dayağa idmanlıydı .","Bereket_versin_ki boksör , dayağa idmanlıydı ."
7316,"Karyolalar , koltuklar , kanepelerle dayayıp döşemek lazım .","Karyolalar , koltuklar , kanepelerle dayayıp_döşemek lazım ."
7319,"Dokuz körün bir değneği , işte bir kızımız var .","Dokuz_körün_bir_değneği , işte bir kızımız var ."
7322,"Günahı boynuna , doping de yapıyormuş .","Günahı_boynuna , doping de yapıyormuş ."
7334,Çarşaf kadar bir kâğıda künyemi yazmışlar .,Çarşaf_kadar bir kâğıda künyemi yazmışlar .
7337,Eğer üstümde tabanca olsa bir iki demez çekip vururdum .,Eğer üstümde tabanca olsa bir_iki demez çekip vururdum .
7338,Feti Bey'in boşu boşuna çene patlatmayacağı herkesçe bilinirdi .,Feti Bey'in boşu_boşuna çene patlatmayacağı herkesçe bilinirdi .
7339,Çene yarıştırmak gelmiyordu içimden .,Çene_yarıştırmak gelmiyordu içimden .
7348,Ben ötede beride tanıdığım yaşlı başlı Fransızlarla böyle konuştukça kardeşim çileden çıkıyordu .,Ben ötede_beride tanıdığım yaşlı_başlı Fransızlarla böyle konuştukça kardeşim çileden çıkıyordu .
7349,Çocuk gibi adam .,Çocuk_gibi adam .
7351,"Bu canım yolların , bu sevimli yapıların harcına dünyamızdan nasibini almamış yüz binlerce insanın alın teri karıştığı akla gelince çorbaya sinek düşüyor .","Bu canım yolların , bu sevimli yapıların harcına dünyamızdan nasibini almamış yüz_binlerce insanın alın_teri karıştığı akla gelince çorbaya sinek düşüyor ."
7352,"Efendime söyleyeyim , sütlü bir mısır kebabı derken bir sivrisinek bulutudur havalanmış çeltik batağından .","Efendime_söyleyeyim , sütlü bir mısır kebabı derken bir sivrisinek bulutudur havalanmış çeltik batağından ."
7358,"Haydi , ateş dansı yapalım deniyor , el ele verip bir halay çekiyoruz .","Haydi , ateş dansı yapalım deniyor , el_ele verip bir halay çekiyoruz ."
7360,Ne var ki niye bizim lokmamıza el uzatırlar ?,Ne_var_ki niye bizim lokmamıza el uzatırlar ?
7361,Eskilerden bir kısmını yok pahasına elden çıkarmak gerekecek .,Eskilerden bir kısmını yok_pahasına elden_çıkarmak gerekecek .
7365,"Eli ayağı tutanlar , hiçbir haksızlığa razı olmamalıydı .","Eli_ayağı tutanlar , hiçbir haksızlığa razı olmamalıydı ."
7369,Nesir az çok benim de elimden geldiği için midir nedir kabul edemiyorum şiirden güç olduğunu .,Nesir az_çok benim de elimden geldiği için midir nedir kabul edemiyorum şiirden güç olduğunu .
7371,Eliyle koymuş gibi rafta çay kavanozunu buldu .,Eliyle_koymuş_gibi rafta çay kavanozunu buldu .
7373,Yüzde beş yüz kâr beklediği bu işlerin alt tarafı falso çıkınca apışmış kalmıştı .,Yüzde beş_yüz kâr beklediği bu işlerin alt_tarafı falso çıkınca apışmış kalmıştı .
7374,Fasulye sırığı gibi üç buçuk akasya ile park mı olurmuş ?,Fasulye_sırığı_gibi üç_buçuk akasya ile park mı olurmuş ?
7381,"Nesir kendini nazımdan ayırarak gazetelerde , kitaplarda , kürsülerde , mikrofonlarda ferih fahur yaşıyor .","Nesir kendini nazımdan ayırarak gazetelerde , kitaplarda , kürsülerde , mikrofonlarda ferih_fahur yaşıyor ."
7383,Güreşçilerimiz formda olmak zorundadır .,Güreşçilerimiz formda_olmak zorundadır .
7384,"Birkaç dakika içinde üçü üç koldan çalışarak hem yaşlı kadına , hem de küçük kıza fön çektiler .","Birkaç dakika içinde üçü üç koldan çalışarak hem yaşlı kadına , hem_de küçük kıza fön çektiler ."
7386,"Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .","Ama ben , bir kitap üzerine bir fikir_edinmek istedim mi o kitabı kendim okurum ."
7387,Düşüncelerimizi açık seçik ortaya koymak yerine fiskos etmeyi yeğleriz .,Düşüncelerimizi açık_seçik ortaya_koymak yerine fiskos etmeyi yeğleriz .
7388,"Fırça gibi sert , gür saçları kırlaşıyor .","Fırça_gibi sert , gür saçları kırlaşıyor ."
7390,Fırtına gibi geldi gitti .,Fırtına_gibi geldi gitti .
7395,"En ufak sarsıntıda damlarınız kafanıza yıkılıyor , çoluk çocuk geberip gidiyorsunuz .","En ufak sarsıntıda damlarınız kafanıza yıkılıyor , çoluk_çocuk geberip gidiyorsunuz ."
7397,"Geçmiş olsun ağabey , ne oldu sana böyle ?","Geçmiş_olsun ağabey , ne oldu sana böyle ?"
7398,Bu ilişkinin nasıl olsa gelip geçici olduğunu biliyormuş gibi aldırışsızdır .,Bu ilişkinin nasıl_olsa gelip_geçici olduğunu biliyormuş gibi aldırışsızdır .
7403,Diğer dükkânların satılmayan mallarını ben sanki ne yapayım diye gevrek gevrek gülerek kendi kendine hak verirdi .,Diğer dükkânların satılmayan mallarını ben sanki ne yapayım diye gevrek gevrek gülerek kendi_kendine hak verirdi .
7406,İşte bu iki adam bir aralık göz göze geldiler .,İşte bu iki adam bir_aralık göz_göze geldiler .
7407,"Haksızlık , rüşvet , gözle görülür , elle tutulur hâle gelmişti .","Haksızlık , rüşvet , gözle görülür , elle_tutulur hâle gelmişti ."
7409,"Ne yazık ki geçtiğimiz yılda , göğsümüzü gere gere , işte zafer diyebileceğimiz pek az başarımız olmuştur .","Ne yazık ki geçtiğimiz yılda , göğsümüzü gere_gere , işte zafer diyebileceğimiz pek az başarımız olmuştur ."
7410,"Göğüs bağır açık , ellerinde pankartlarla yürütüyorlar bu savaşı .","Göğüs_bağır_açık , ellerinde pankartlarla yürütüyorlar bu savaşı ."
7419,"Artık ne hacet dilese , ne murat etse oluyor .","Artık ne_hacet dilese , ne murat etse oluyor ."
7429,Adamları aracılığıyla bu konuda hatırı sayılır bir külliyata sahip oldu .,Adamları aracılığıyla bu konuda hatırı_sayılır bir külliyata sahip oldu .
7441,Göze bu kadar samimi ve sıcak haz veren bir mahluk çok zamandır görmemiştim .,Göze bu_kadar samimi ve sıcak haz veren bir mahluk çok zamandır görmemiştim .
7442,"Hep hazırdan yiyor , içiyor , her gün Fatma Hanım'ın bin türlü bahanelerle parasını çekiyordu .","Hep hazırdan yiyor , içiyor , her_gün Fatma Hanım'ın bin_türlü bahanelerle parasını çekiyordu ."
7452,"Bir aralık , büyük bir devlet adamı olmak hevesine düştüm .","Bir_aralık , büyük bir devlet_adamı olmak hevesine düştüm ."
7453,Ne zaman böyle büyük makineler görsem kolay kolay tarif edilemeyen bir heyecana kapıldığımı duyuyorum .,Ne_zaman böyle büyük makineler görsem kolay_kolay tarif edilemeyen bir heyecana kapıldığımı duyuyorum .
7458,"Kendisine her zaman huzur veren o kokuyu , anasının kokusunu duyar duymaz tatlı tatlı mırıldanmaya başladı .","Kendisine her_zaman huzur veren o kokuyu , anasının kokusunu duyar duymaz tatlı_tatlı mırıldanmaya başladı ."
7461,Hürmette kusur ettin mi işte o zaman kendini yok bil .,Hürmette kusur ettin mi işte o_zaman kendini yok bil .
7462,"Allah'ın bildiğini kuldan ne saklamalı , ilk önce aklımdan bazı çirkin şüpheler geçer gibi olmuştu .","Allah'ın bildiğini kuldan ne saklamalı , ilk_önce aklımdan bazı çirkin şüpheler geçer gibi olmuştu ."
7464,Ben durup dururken ıspazmoza tutulmuş gibi titredikten sonra .,Ben durup_dururken ıspazmoza tutulmuş gibi titredikten sonra .
7465,"Gökalp , bu odada her gün yeni bir konuya ışık tutardı .","Gökalp , bu odada her_gün yeni bir konuya ışık tutardı ."
7467,Ama bu kez bir ricada bulunmaktan ziyade icazet verircesine üst perdeden çıkmıştı sesi .,Ama bu kez bir ricada bulunmaktan ziyade icazet verircesine üst_perdeden çıkmıştı sesi .
7479,"Pamuk için için yanıyor , zaman zaman küçük parıltılar çıkarıyordu .","Pamuk için_için yanıyor , zaman_zaman küçük parıltılar çıkarıyordu ."
7484,"Ne zaman ki sen ve senin gibiler ilk dönüme pey sürdünüz , bizler de dalaverenin içine tükürdük .","Ne_zaman ki sen ve senin gibiler ilk dönüme pey sürdünüz , bizler de dalaverenin içine tükürdük ."
7487,Toprakla insan hiçbir edebiyatta böylesine içli dışlı değildir .,Toprakla insan hiçbir edebiyatta böylesine içli_dışlı değildir .
7488,"Devleti , sadece idare edenlerin sorumluluğuna bırakmak ve bir daha onu düşünmemek , sosyal şuura sahip olmamak demektir .","Devleti , sadece idare edenlerin sorumluluğuna bırakmak ve bir_daha onu düşünmemek , sosyal şuura sahip olmamak demektir ."
7489,Evinden yalnız idman yapmak için çıktığına eminim .,Evinden yalnız idman_yapmak için çıktığına eminim .
7491,İğne ile kuyu kazmak gibi bir şeydi oymacılık .,İğne_ile_kuyu_kazmak gibi bir şeydi oymacılık .
7493,Değil bu yerlerin başkanına hatta hademesine saygılarını sunmak için iki büklüm olurlar .,Değil bu yerlerin başkanına hatta hademesine saygılarını sunmak için iki_büklüm olurlar .
7495,"Bütün gün çalışmaktan imanımız gevremiş , kurt gibi acıkmışız .","Bütün gün çalışmaktan imanımız gevremiş , kurt_gibi acıkmışız ."
7496,İncir çekirdeği doldurmayan konularda bir araba lakırtı söylerler .,İncir_çekirdeği doldurmayan konularda bir_araba lakırtı söylerler .
7497,"Menfaatine dokunan adam , ipe gitmek için lazım gelen hükümleri giyer .","Menfaatine dokunan adam , ipe_gitmek için lazım gelen hükümleri giyer ."
7498,"Bu kadar çalıştığım hâlde , ölçülerim pek mi aykırıdır nedir , yine ipin ucunu kaçırıveririm .","Bu_kadar çalıştığım hâlde , ölçülerim pek mi aykırıdır nedir , yine ipin ucunu kaçırıveririm ."
7507,"O zaman işin rengi değişir , asık yüzünün morluğu uçup giderdi .","O_zaman işin rengi değişir , asık yüzünün morluğu uçup giderdi ."
7513,"Yuvarlak , şen yüzlü , zaman zaman ince ve alaylı ışıldayan bir tanesi iyi saatte olsunlar ile temasta olduğu zaman şaşılaşan kara gözlü , orta yaşlı bir kadın .","Yuvarlak , şen yüzlü , zaman_zaman ince ve alaylı ışıldayan bir tanesi iyi_saatte_olsunlar ile temasta olduğu zaman şaşılaşan kara gözlü , orta_yaşlı bir kadın ."
7523,"Evvel zaman içinde , kafasının dikine giden bir kuş varmış , kışın güneye göç etmemeye ant içmiş .","Evvel_zaman içinde , kafasının dikine giden bir kuş varmış , kışın güneye göç etmemeye ant içmiş ."
7525,Dün anlattıklarımı yazıya geçirirken bir yığın yazım yanlışı yapmışlar .,Dün anlattıklarımı yazıya geçirirken bir_yığın yazım yanlışı yapmışlar .
7535,"Loşluklar içinde bana , sandalımız ikide bir karaya vuruyor gibi geliyordu .","Loşluklar içinde bana , sandalımız ikide_bir karaya vuruyor gibi geliyordu ."
7538,"Murat Bey konuşurken bana kaş göz işaretleri yapıyor , bir yandan da kahkahalarla gülüyor .","Murat Bey konuşurken bana kaş göz işaretleri yapıyor , bir_yandan da kahkahalarla gülüyor ."
7539,"Meğer aradan birkaç ay geçecek ve yine o evde , yine gözlerimizden yaşlar akarak katıla katıla ağlayacakmışız .","Meğer aradan birkaç ay geçecek ve yine o evde , yine gözlerimizden yaşlar akarak katıla_katıla ağlayacakmışız ."
7540,Bu kitaba kendileri ayrımında olmasalar da pek çok insan katkıda bulundu .,Bu kitaba kendileri ayrımında olmasalar da pek_çok insan katkıda bulundu .
7543,"Münasebetsizliklerine mukabele edeni ihtimal kazığa vuracak , derisini yüzecek , akla gelmedik kaba bir vahşetle öldürecekti .","Münasebetsizliklerine mukabele edeni ihtimal kazığa vuracak , derisini yüzecek , akla_gelmedik kaba bir vahşetle öldürecekti ."
7548,Kendimi bildim bileli hep bu bozuk makine seslerini duyarım .,Kendimi bildim_bileli hep bu bozuk makine seslerini duyarım .
7550,"Bir de o düşünceleri gerçekten sindirmiş bilginlerin , bilge kişilerin tutumuna bir bakın .","Bir_de o düşünceleri gerçekten sindirmiş bilginlerin , bilge kişilerin tutumuna bir bakın ."
7552,O hayalleri kuran da o hatıralara kendini bırakan da bugünkü ben değil miyim ?,O hayalleri kuran da o hatıralara kendini bırakan da bugünkü ben_değil miyim ?
7559,"Zaman zaman iddiacılığını da bırakamazdı , bu böyledir diye kesip atardı .","Zaman_zaman iddiacılığını da bırakamazdı , bu böyledir diye kesip atardı ."
7560,Tartışmayı kestirip atmak bana hiçbir zaman kolay görünmemiştir .,Tartışmayı kestirip_atmak bana hiçbir_zaman kolay görünmemiştir .
7564,Ahmet Kerim annesiyle kısa kesmek istediği konuşmalarını hep kapıdan çıkarken ayak üstünde yapardı .,Ahmet Kerim annesiyle kısa_kesmek istediği konuşmalarını hep kapıdan çıkarken ayak üstünde yapardı .
7576,"Feride , senin kaşların lakırtılarına benziyor , güzel güzel , ince ince başlıyor fakat sonra yolunu sapıtıyor .","Feride , senin kaşların lakırtılarına benziyor , güzel_güzel , ince_ince başlıyor fakat sonra yolunu sapıtıyor ."
7580,Her önünden geçtiğim insanın söylediklerine kulak misafiri oluyorum .,Her önünden geçtiğim insanın söylediklerine kulak_misafiri oluyorum .
7587,"Benzi limon gibi sararmaya , gözleri ateş gibi parlamaya başladı .","Benzi limon_gibi sararmaya , gözleri ateş_gibi parlamaya başladı ."
7591,Tabii Hayri Efendi'yle biraz laf atacak belki de biraz işten güçten bahsedecekti .,Tabii Hayri Efendi'yle biraz laf atacak belki_de biraz işten güçten bahsedecekti .
7595,Sen de kendini lapa gibi bırakma !,Sen de kendini lapa_gibi bırakma !
7596,"İster misin , Tayfun'un da gözüne ilişsin ; layığını bulmuş diye sevinsin .","İster_misin , Tayfun'un da gözüne ilişsin ; layığını bulmuş diye sevinsin ."
7599,Her yazdığımı tutan hocayı mahcup çıkarmamak için yazdıklarımı daha ciddi bir öz eleştiri eleğinden geçirir olmuştum .,Her yazdığımı tutan hocayı mahcup_çıkarmamak için yazdıklarımı daha ciddi bir öz_eleştiri eleğinden geçirir olmuştum .
7600,O vakit o kış kıyamette / Ne kadar makbule geçer tatlı,O vakit o kış kıyamette / Ne_kadar makbule geçer tatlı
7601,"İmzanın arkasına saklanan adam dost , düşman her kim olursa olsun maksat hasıl olmuştu .","İmzanın arkasına saklanan adam dost , düşman her_kim olursa olsun maksat hasıl olmuştu ."
7602,"Son zamanlarda mantar gibi üreyen yeni kahveci dükkânlarından birinde oturmuş , derin bir sohbete dalmışlardı .","Son zamanlarda mantar_gibi üreyen yeni kahveci dükkânlarından birinde oturmuş , derin bir sohbete dalmışlardı ."
7608,"İş ki kocam olacak , erkek olsun , beni namerde muhtaç bırakmasın diyormuş .","İş_ki kocam olacak , erkek olsun , beni namerde muhtaç bırakmasın diyormuş ."
7609,"Nasıl olsa , daha bir gün Bodrum'da kalacağımız anlaşılıyor .","Nasıl_olsa , daha bir gün Bodrum'da kalacağımız anlaşılıyor ."
7620,Güzelliğin on para etmez / Bu bendeki aşk olmasa,Güzelliğin on_para_etmez / Bu bendeki aşk olmasa
7624,"O güne kadar yalnızlığımı pek o kadar duymamıştım , birden öksüz kaldım .","O güne kadar yalnızlığımı pek o_kadar duymamıştım , birden öksüz kaldım ."
7626,"Avucunun içine çikolata kokulu buz gibi bir dudak , bir öpücük kondurdu .","Avucunun içine çikolata kokulu buz_gibi bir dudak , bir öpücük kondurdu ."
7627,Atatürk sarı bıyıklarını kestiğinden bu yana devlet adamlarının çoğu onu örnek aldılar .,Atatürk sarı bıyıklarını kestiğinden bu_yana devlet adamlarının çoğu onu örnek aldılar .
7632,"Normal yaşamının çekişmeleri içinde tekerlenip giden insan , bayramlarda bir nefis muhasebesi yapmak imkânı bulur .","Normal yaşamının çekişmeleri içinde tekerlenip giden insan , bayramlarda bir nefis_muhasebesi yapmak imkânı bulur ."
7633,İdare lambası pır pır edip duruyordu sofadaki merdiven başında .,İdare lambası pır_pır edip duruyordu sofadaki merdiven başında .
7637,Pufla gibi yastık .,Pufla_gibi yastık .
7638,"Ben ağlamıyor , put gibi duruyordum .","Ben ağlamıyor , put_gibi duruyordum ."
7645,"Hasan , bu dediğini yapsaydı , dört başı mamur bir dayak yiyip âleme rezil rüsva olacaktı .","Hasan , bu dediğini yapsaydı , dört_başı_mamur bir dayak yiyip âleme rezil rüsva olacaktı ."
7648,Yolculuğumuz rüya gibi geçti .,Yolculuğumuz rüya_gibi geçti .
7652,"Şansı yaver gittiği takdirde orta boylu , uzun saçlı esmerine kavuşabilecekti .","Şansı yaver gittiği takdirde orta_boylu , uzun saçlı esmerine kavuşabilecekti ."
7653,"Bunlar da Mustafa Kemal'i ifratlı hareketlere , yanlış yollara sevk etmek töhmeti altında bunalmış , şaşkına dönmüş idiler .","Bunlar da Mustafa Kemal'i ifratlı hareketlere , yanlış yollara sevk_etmek töhmeti altında bunalmış , şaşkına dönmüş idiler ."
7655,"Şiir diline dayanan bir edebiyat , konuşma dilinden ayrıldığı ölçüde hayattan kopmak , şekilci olmak zorundadır .","Şiir diline dayanan bir edebiyat , konuşma dilinden ayrıldığı ölçüde hayattan kopmak , şekilci_olmak zorundadır ."
7657,"Sanki yerden taş aldığımı , eğildiğimi görmüş gibi tabana kuvvet kaçıyor .","Sanki yerden taş aldığımı , eğildiğimi görmüş gibi tabana_kuvvet kaçıyor ."
7658,"Adam o kadar kederli , o kadar meyustu ki takla atıp ney çalan kambur cüceler bile onu güldürmeyi başaramamıştı .","Adam o_kadar kederli , o_kadar meyustu ki takla atıp ney çalan kambur cüceler bile onu güldürmeyi başaramamıştı ."
7659,Bütün ömründe tek bir kitap yazmış ve sadece bu kitabıyla tarihe geçmiştir .,Bütün ömründe tek_bir kitap yazmış ve sadece bu kitabıyla tarihe geçmiştir .
7660,İş karıştırmak için de ilkin belediyeye tırnak takarlar .,İş_karıştırmak için de ilkin belediyeye tırnak takarlar .
7670,Şimdiye kadar bana iki paralık faydan dokundu mu ki her gün alacaklı gibi gırtlağıma sarılıyorsun !,Şimdiye_kadar bana iki_paralık faydan dokundu mu ki her_gün alacaklı gibi gırtlağıma sarılıyorsun !
7676,Şu zümrüt gibi Kuşdili deresi burnumuzun önünde de bir sandalla bir defa bile dolaşamadık .,Şu zümrüt_gibi Kuşdili deresi burnumuzun önünde de bir sandalla bir_defa bile dolaşamadık .
7677,Öğretim ve öğrenim yerini de ister istemez politik tartışmalar almıştı .,Öğretim ve öğrenim yerini de ister_istemez politik tartışmalar almıştı .
7687,"Aç karnına sigara içmekle hiç de iyi etmiyorsun , dedi .","Aç_karnına sigara içmekle hiç_de iyi etmiyorsun , dedi ."
7690,"Her neyse , kim aday olmak istiyorsa söylesin .","Her_neyse , kim aday_olmak istiyorsa söylesin ."
7695,"Peşinde altı kişi vardı , onu yollarda bellerde adım adım izliyorlardı .","Peşinde altı kişi vardı , onu yollarda bellerde adım_adım izliyorlardı ."
7696,"Kadın durmadan vır vır eder , yakınır diye adımızı çıkarmışlar .","Kadın durmadan vır_vır eder , yakınır diye adımızı çıkarmışlar ."
7697,Osman Efendi'nin adı sanı vardı .,Osman Efendi'nin adı_sanı vardı .
7698,"Uyku sersemi , kendini toplayamıyor , yüzüme afal afal bakıyor .","Uyku_sersemi , kendini toplayamıyor , yüzüme afal_afal bakıyor ."
7702,"Baba , ' ya Allah ' nidası ile yerinden zorla , oğluna abanarak kalktı .","Baba ,' ya Allah' nidası ile yerinden zorla , oğluna abanarak kalktı ."
7713,"General , soluk dudaklarını parmaklarının arasına alarak acı acı gülüyor .","General , soluk dudaklarını parmaklarının arasına alarak acı_acı gülüyor ."
7721,"İşi bir ucundan tuttuk , acı tatlı konuşup durduk .","İşi bir ucundan tuttuk , acı_tatlı konuşup durduk ."
7724,Ben aç yattım mı kötü kötü rüyalar görürüm nedense .,Ben aç yattım mı kötü_kötü rüyalar görürüm nedense .
7728,Bütçe açığı .,Bütçe_açığı .
7729,Açık açık anlattı .,Açık_açık anlattı .
7730,"Uçurtmalar biraz gök , açık hava ve rüzgâr ister .","Uçurtmalar biraz gök , açık_hava ve rüzgâr ister ."
7731,Açık kalpli olmamak çağ dışı bir tutum olur .,Açık_kalpli olmamak çağ_dışı bir tutum olur .
7734,Aşağıdakilerin yüz ifadeleri açık seçik görülüyordu artık .,Aşağıdakilerin yüz ifadeleri açık_seçik görülüyordu artık .
7735,İkinci Dünya Savaşı'nda Roma açık şehir ilan edilmişti .,İkinci Dünya Savaşı'nda Roma açık_şehir ilan edilmişti .
7747,"Yerden bir avuç saman aldı , ellerinin arasında bir nezri yerine getirir gibi ovuşturup havaya üfledi .","Yerden bir_avuç saman aldı , ellerinin arasında bir nezri yerine getirir gibi ovuşturup havaya üfledi ."
7753,"Kafaları dazlaklaşmış , emekliye çıktıktan sonra adam kıtlığında gene işe alınmış .","Kafaları dazlaklaşmış , emekliye çıktıktan sonra adam_kıtlığında gene işe alınmış ."
7755,"Adaşının , neyin nesi olduğunu hiç bilmiyordu .","Adaşının , neyin_nesi olduğunu hiç bilmiyordu ."
7759,Evimize sokacağımız hizmetçinin belediye vesikasını sormamak bizde öteden beri âdet olmuştur .,Evimize sokacağımız hizmetçinin belediye vesikasını sormamak bizde öteden_beri âdet olmuştur .
7763,Geçen gün ' Kayıp Mektup ' adlı oyunu ikinci kez gördüm .,Geçen gün' Kayıp Mektup' adlı oyunu ikinci kez gördüm .
7764,"Eğer insan tedbiri olarak herhangi bir ihmal veya kötü kasta dayanıyorsa o zaman da adli hata olmaktan çıkar , zulüm olur .","Eğer insan tedbiri olarak herhangi_bir ihmal veya kötü kasta dayanıyorsa o_zaman da adli hata olmaktan çıkar , zulüm olur ."
7769,Dördüncü hafta sonunda afra tafra bir geliş geldi ki tanıyamadık .,Dördüncü hafta sonunda afra_tafra bir geliş geldi ki tanıyamadık .
7772,"Geçmiş olsun ağabey , ne oldu sana böyle ?","Geçmiş_olsun ağabey , ne oldu sana böyle ?"
7776,Şafağın ağartısıyla beraber foklar uyanıp derilerini giydikten sonra birer ikişer denize açılmışlar .,Şafağın ağartısıyla beraber foklar uyanıp derilerini giydikten sonra birer_ikişer denize açılmışlar .
7778,"Ağır kıyafeti ile muhite uymayan Canan'ın yanında , ne kadar rahat ve sadeydi .","Ağır kıyafeti ile muhite uymayan Canan'ın yanında , ne_kadar rahat ve sadeydi ."
